2.0 -10.0 10.0 10.0
2.01 -10.0 10.0 10.0
2.02 -10.0 10.0 10.0
2.03 -10.0 10.0 10.0
2.04 -10.0 10.0 10.0
2.05 -10.0 10.0 10.0
2.06 -10.0 10.0 10.0
2.07 -10.0 10.0 10.0
2.08 -10.0 10.0 10.0
2.09 -10.0 10.0 10.0
2.1 -10.0 10.0 10.0
2.11 -10.0 10.0 10.0
2.12 -10.0 10.0 10.0
2.13 -10.0 10.0 10.0
2.14 -10.0 10.0 10.0
2.15 -10.0 10.0 10.0
2.16 -10.0 10.0 10.0
2.17 -10.0 10.0 10.0
2.18 -10.0 10.0 10.0
2.19 -10.0 10.0 10.0
2.2 -10.0 10.0 10.0
2.21 -10.0 10.0 10.0
2.22 -10.0 10.0 10.0
2.23 -10.0 10.0 10.0
2.24 -10.0 10.0 10.0
2.25 -10.0 10.0 10.0
2.26 -10.0 10.0 10.0
2.27 -10.0 10.0 10.0
2.28 -10.0 10.0 10.0
2.29 -10.0 10.0 10.0
2.3 -9.934440992427186 10.0 10.0
2.31 -9.679180110179875 10.0 10.0
2.32 -9.431538486907911 10.0 10.0
2.33 -9.191257312083208 10.0 10.0
2.34 -8.958087623456283 10.0 10.0
2.35 -8.731789892426217 10.0 10.0
2.36 -8.512133628532437 10.0 10.0
2.37 -8.298897002110095 10.0 10.0
2.38 -8.091866484203011 10.0 10.0
2.39 -7.8908365028765415 10.0 10.0
2.4 -7.695609115119172 10.0 10.0
2.41 -7.505993693564364 10.0 10.0
2.42 -7.321806627305671 10.0 10.0
2.43 -7.142871036115986 10.0 10.0
2.44 -6.969016497418769 10.0 10.0
2.45 -6.800078785392722 10.0 10.0
2.46 -6.635899621624349 10.0 10.0
2.47 -6.476326436752724 10.0 10.0
2.48 -6.321212142580254 10.0 10.0
2.49 -6.170414914149852 10.0 10.0
2.5 -6.023797981315068 10.0 10.0
2.51 -5.88122942935379 10.0 10.0
2.52 -5.742582008199094 10.0 10.0
2.53 -5.6077329498827195 10.0 10.0
2.54 -5.476563793806704 10.0 10.0
2.55 -5.348960219478742 10.0 10.0
2.56 -5.224811886364478 10.0 10.0
2.57 -5.104012280527981 10.0 10.0
2.58 -4.986458567747436 10.0 10.0
2.59 -4.872051452809131 10.0 10.0
2.6 -4.760695044697232 10.0 10.0
2.61 -4.652296727410921 10.0 10.0
2.62 -4.54676703615355 10.0 10.0
2.63 -4.4440195386511165 10.0 10.0
2.64 -4.343970721368989 10.0 10.0
2.65 -4.246539880407305 10.0 10.0
2.66 -4.151649016865842 10.0 10.0
2.67 -4.059222736479449 10.0 10.0
2.68 -3.9691881533345024 10.0 10.0
2.69 -3.8814747974861668 10.0 10.0
2.7 -3.796014526304515 10.0 10.0
2.71 -3.7127414393861113 10.0 10.0
2.72 -3.631591796874996 10.0 10.0
2.73 -3.552503941044773 10.0 10.0
2.74 -3.4754182210001083 10.0 10.0
2.75 -3.400276920362929 10.0 10.0
2.76 -3.3270241878145317 10.0 10.0
2.77 -3.2556059703711706 10.0 10.0
2.78 -3.1859699492761107 10.0 10.0
2.79 -3.1180654783965833 10.0 10.0
2.8 -3.051843525019339 9.783349686137043 10.0
2.81 -2.987256612943194 9.373636629803407 10.0
2.82 -2.9242587677717697 8.982446786649234 10.0
2.83 -2.8628054643138485 8.608881435404655 10.0
2.84 -2.8028535760031987 8.252088412304538 10.0
2.85 -2.744361326253474 7.911259547306438 10.0
2.86 -2.687288241667789 7.585628249796174 10.0
2.87 -2.6315951070260297 7.274467234583342 10.0
2.88 -2.5772439219765313 6.977086379585056 10.0
2.89 -2.524197859361891 6.692830707150371 10.0
2.9 -2.4724212251119844 6.421078481496057 10.0
2.91 -2.421879419639981 6.161239415205559 10.0
2.92 -2.372538900680248 5.91275297819437 10.0
2.93 -2.3243671475094905 5.675086802963662 10.0
2.94 -2.277332626495228 5.447735180356779 10.0
2.95 -2.231404757918006 5.23021764039823 10.0
2.96 -2.1865538840161953 5.022077613136881 10.0
2.97 -2.142751238204339 4.822881164733432 10.0
2.98 -2.0999689154182613 4.632215804330827 10.0
2.99 -2.058179843542012 4.449689357523762 10.0
3.0 -2.0173577558737996 4.274928902504382 10.0
3.01 -1.977477164589793 4.107579765203874 10.0
3.02 -1.938513335166496 3.9473045699772387 10.0
3.03 -1.9004422617240324 3.7937823425911303 10.0
3.04 -1.86324064325428 3.646707662473344 10.0
3.05 -1.826885860699347 3.5057898613689016 10.0
3.06 -1.7913559548472928 3.3707522657214883 10.0
3.07 -1.756629605013433 3.241331480262237 10.0
3.08 -1.7226861084768392 3.117276710440206 10.0
3.09 -1.6895053606429744 2.9983491214720033 10.0
3.1 -1.657067835904558 2.8843212319216547 10.0
3.11 -1.625354569173953 2.7749763398473175 10.0
3.12 -1.5943471380614327 2.6701079796687828 10.0
3.13 -1.5640276456747921 2.5695194080199926 10.0
3.14 -1.5343787040167183 2.4730231169538066 10.0
3.15 -1.505383417957344 2.3804403729631676 10.0
3.16 -1.4770253697603182 2.291600780373534 10.0
3.17 -1.4492886041415882 2.206341867746505 10.0
3.18 -1.4221576138409668 2.12450869601453 10.0
3.19 -1.3956173256873379 2.045953487141467 10.0
3.2 -1.3696530871391295 1.9705352721741052 10.0
3.21 -1.344250653282436 1.8981195576158154 10.0
3.22 -1.3193961742698594 1.8285780091154846 10.0
3.23 -1.2950761831838153 1.7617881515230664 10.0
3.24 -1.27127758430873 1.697633084417899 10.0
3.25 -1.2479876417971114 1.6360012122671381 10.0
3.26 -1.2251939687151372 1.5767859884201143 10.0
3.27 -1.202884516453924 1.519885672189696 10.0
3.28 -1.1810475644932013 1.465203098314414 10.0
3.29 -1.1596717105046346 1.4126454581352361 10.0
3.3 -1.1387458607825525 1.3621240918586095 10.0
3.31 -1.118259220990277 1.3135542913127958 10.0
3.32 -1.0982012872107536 1.266855112637979 10.0
3.33 -1.0785618372905759 1.2219491983819568 10.0
3.34 -1.0593309224669858 1.1787626085028942 10.0
3.35 -1.0404988592677207 1.1372246598082225 9.672580054050183
3.36 -1.022056221674107 1.0972677733852427 7.5211551711135805
3.37 -1.0039938335380467 1.0588273296033857 5.483349606533894
3.38 -0.9863027612439673 1.0218415302914645 3.55387690474972
3.39 -0.968974306607127 0.986251267715087 1.7276961107959954
3.4 -0.952 0.952 0.0
3.41 -0.9353715936987537 0.9190336326665404 -1.63379610322133
3.42 -0.919081055442184 0.8873004059587385 -3.17806494834455
3.43 -0.903120562195695 0.8567507876687693 -4.63697745269257
3.44 -0.8874824941132524 0.8273373711738227 -6.014512293942975
3.45 -0.8721594286904517 0.799014778417705 -7.314465027274675
3.46 -0.8571441351021383 0.7717395675840258 -8.540456751811243
3.47 -0.8424295687182276 0.7454701452214064 -9.695942349682118
3.48 -0.8280088657916406 0.7201666825940747 -10.784218319756588
3.49 -0.8138753383124591 0.695791036043298 -11.808430226916112
3.5 -0.800022469022669 0.6723066711566466 -12.77157978660225
3.51 -0.7864439065860117 0.649678590552802 -13.676531603320974
3.52 -0.773133460907713 0.627873265099935 -14.526019580777794
3.53 -0.7600850985990301 0.6068585683952703 -15.322653020375975
3.54 -0.7472929385817227 0.5866037143425488 -16.0689224239174
3.55 -0.7347512478277829 0.5670791976727775 -16.76720501550054
3.56 -0.7224544372298629 0.5482567372616785 -17.419769996818445
3.57 -0.7103970575980698 0.5301092221050371 -18.028783549303274
3.58 -0.6985737957788936 0.512610659820306 -18.59631359585876
3.59 -0.6869794708922362 0.49573612754976554 -19.124334334247067
3.6 -0.6756090306826156 0.4794617251469574 -19.614730553565817
3.61 -0.664457547980789 0.46376453053428845 -20.06930174465006
3.62 -0.6535202172721494 0.4486225571254593 -20.48976601466901
3.63 -0.6427923513683993 0.4340147132118862 -20.877763815651306
3.64 -0.6322693781791107 0.41992076321743627 -21.23486149616744
3.65 -0.6219468375799228 0.4063212907307425 -21.562554684918023
3.66 -0.6118203783742127 0.39319766322895455 -21.862271514525812
3.67 -0.6018857553452232 0.3805319984112288 -22.135375693399435
3.68 -0.5921388263957008 0.3683071320643675 -22.383169433133332
3.69 -0.5825755497722338 0.35650658738699625 -22.606896238523756
3.7 -0.5731919813715413 0.34511454570234584 -22.80774356691954
3.71 -0.5639842721261051 0.3341158184932906 -22.986845363281454
3.72 -0.5549486654665794 0.3234958206965729 -23.14528447700065
3.73 -0.5460814948585396 0.3132405451963628 -23.284094966217683
3.74 -0.537379181411196 0.30333653846025954 -23.404264295093647
3.75 -0.5288382315557811 0.2937708772637038 -23.50673542920773
3.76 -0.5204552347914114 0.2845311464514529 -23.592408833995854
3.77 -0.5122268614962775 0.27560541768731794 -23.662144380895956
3.78 -0.5041498608021159 0.26698222914579073 -23.716763165632514
3.79 -0.4962210585299583 0.25865056610146253 -23.757049242849575
3.8 -0.4884373551852499 0.25059984237432986 -23.783751281092
3.81 -0.4807957240104652 0.24281988259112128 -23.797584141934394
3.82 -0.47329320909344025 0.23530090522475522 -23.7992303868685
3.83 -0.4659269235296738 0.22803350637586817 -23.789341715380562
3.84 -0.4586940476369362 0.2210086442621385 -23.76854033747977
3.85 -0.4515918272205523 0.21421762438277014 -23.737420283778217
3.86 -0.4446175718878028 0.20765208532710666 -23.696548656069616
3.87 -0.43776865340992593 0.20130398519783596 -23.646466821208996
3.88 -0.43104250413026063 0.19516558862067832 -23.58769155095823
3.89 -0.4244366154171119 0.1892294543137956 -23.520716110331634
3.9 -0.41794853615997646 0.18348842319145708 -23.44601129685194
3.91 -0.4115758713078015 0.17793560697770588 -23.36402643300956
3.92 -0.40531628044800316 0.17256437730693738 -23.275190314106577
3.93 -0.39916747642500305 0.16736835528939642 -23.179912113560665
3.94 -0.39312722399709 0.16234140152064935 -23.078582247644064
3.95 -0.3871933385304487 0.15747760651507844 -22.971573201537023
3.96 -0.38136368472923915 0.1527712815443934 -22.859240318484574
3.97 -0.3756361754006364 0.14821694986304376 -22.74192255375926
3.98 -0.370008770253794 0.1438093383032825 -22.61994319505115
3.99 -0.3644794747317065 0.13954336922342508 -22.49361055082814
4.0 -0.3590463388749999 0.1354141527936358 -22.36321860813641
4.01 -0.35370745621669153 0.1314169796042886 -22.22904766124029
4.02 -0.3484609627070073 0.12754731358266216 -22.091364912434518
4.03 -0.34330503566736503 0.12380078520438105 -21.9504250462984
4.04 -0.3382378927726609 0.12017318498664922 -21.80647077860117
4.05 -0.3332577910610279 0.11666045725091985 -21.659733381010803
